ID_DECLARATION;TYPE_DECLARATION;SOUS TYPE DECLARATION;ADRESSE;CODE POSTAL;VILLE;ARRONDISSEMENT;CONSEIL DE QUARTIER;DATE DECLARATION;ANNEE_DECLARATION;MOIS_DECLARATION;OUTIL SOURCE;INTERVENANT;ID_DMR;geo_shape;geo_point_2d
8908;Graffitis, tags, affiches et autocollants;Graffitis sur mur, façade sur rue, pont;54 boulevard Saint-Michel, 75006 PARIS;75006;Paris 6;6;ODEON;2020-11-06;2020;11;Back Office;graffitis;B2020K008908;"{""coordinates"": [2.341156843849894, 48.84823612301676], ""type"": ""Point""}";48.84823612301676,2.341156843849894
9667;Propreté;Déchets et/ou salissures divers;5 Place Charles Michels, 75015 PARIS;75015;Paris 15;15;EMERIAU - ZOLA;2020-11-06;2020;11;IOPage DMR Paris.fr application;DPE-STPP-DT;A2020K009667;"{""coordinates"": [2.285102602581971, 48.84690499771227], ""type"": ""Point""}";48.84690499771227,2.285102602581971
10501;Propreté;Déchets et/ou salissures divers;224 Boulevard Saint-Germain, 75007 PARIS;75007;Paris 7;7;SAINT - THOMAS D'AQUIN;2020-11-07;2020;11;Androï;DPE-STPP-DT;G2020K010501;"{""coordinates"": [2.327545398485348, 48.85542300090138], ""type"": ""Point""}";48.85542300090138,2.327545398485348
10504;Objets abandonnés;Autres objets encombrants abandonnés;17 Rue Dombasle, 75015 PARIS;75015;Paris 15;15;VAUGIRARD - PARC DES EXPOSITIONS;2020-11-07;2020;11;Androï;Ramen en tant que prestataire de DansMaRue;G2020K010504;"{""coordinates"": [2.297122497971316, 48.83628000074566], ""type"": ""Point""}";48.83628000074566,2.297122497971316
23631;Graffitis, tags, affiches et autocollants;Affiches, autocollants ou graffitis sur autres supports:Boîte aux lettres (La Poste);29 Rue du Pont Neuf, 75001 PARIS;75001;Paris 1;1;LES HALLES;2020-11-14;2020;11;Androï;La Poste;G2020K023631;"{""coordinates"": [2.34483960419365, 48.861164001292295], ""type"": ""Point""}";48.861164001292295,2.34483960419365
23635;Autos, motos, vélos...;Automobile ou autre véhicule motorisé en stationnement gênant;20 Avenue de la Porte de Saint-Ouen, 75018 PARIS;75017;Paris 17;17;EPINETTES - BESSIERES;2020-11-14;2020;11;IOPage DMR Paris.fr application;DPMP-SCOP;A2020K023635;"{""coordinates"": [2.329273197136399, 48.89865500029008], ""type"": ""Point""}";48.89865500029008,2.329273197136399
23640;Autos, motos, vélos...;Épave d'automobile ou d'un autre véhicule motorisé;24 Rue Dugommier, 75012 PARIS;75012;Paris 12;12;JARDIN DE REUILLY;2020-11-14;2020;11;IOPage DMR Paris.fr application;DPMP-UEV;A2020K023640;"{""coordinates"": [2.392104597963634, 48.84009599553942], ""type"": ""Point""}";48.84009599553942,2.392104597963634
21121;Objets abandonnés;Autres objets encombrants abandonnés;17 Rue des Amandiers, 75020 PARIS;75020;Paris 20;20;AMANDIERS - MENILMONTANT;2020-11-13;2020;11;Androï;Ramen en tant que prestataire de DansMaRue;G2020K021121;"{""coordinates"": [2.388609605547966, 48.86362500082527], ""type"": ""Point""}";48.86362500082527,2.388609605547966
21946;Objets abandonnés;Autres objets encombrants abandonnés;80 Avenue de Clichy, 75017 PARIS;75017;Paris 17;17;LA FOURCHE - GUY MOQUET;2020-11-13;2020;11;Androï;Ramen en tant que prestataire de DansMaRue;G2020K021946;"{""coordinates"": [2.324337506139356, 48.888252000643995], ""type"": ""Point""}";48.888252000643995,2.324337506139356
20306;Objets abandonnés;Autres objets encombrants abandonnés;15 Rue d'Alleray, 75015 PARIS;75015;Paris 15;15;ALLERAY - PROCESSION;2020-11-13;2020;11;Androï;Ramen en tant que prestataire de DansMaRue;G2020K020306;"{""coordinates"": [2.301401602367759, 48.83806200119173], ""type"": ""Point""}";48.83806200119173,2.301401602367759
20320;Graffitis, tags, affiches et autocollants;[] Affiches ou autocollants sur mur, façade sur rue, pont (surface supérieure à 1 m²);11 Passage de Abbesses, 75018 PARIS;75018;Paris 18;18;MONTMARTRE;2020-11-13;2020;11;Androï;DPE-STPP-Fonctionnelle;G2020K020320;"{""coordinates"": [2.338251796999256, 48.885253997956326], ""type"": ""Point""}";48.885253997956326,2.338251796999256
20337;Graffitis, tags, affiches et autocollants;[] Affiches ou graffitis à traiter par la Circonscription Fonctionnelle;69 Port de la Rapée, 75012 PARIS;75012;Paris 12;12;ALIGRE - GARE DE LYON;2020-11-13;2020;11;Androï;DPE-STPP-Fonctionnelle;G2020K020337;"{""coordinates"": [2.368904802463102, 48.84323500132419], ""type"": ""Point""}";48.84323500132419,2.368904802463102
21134;Graffitis, tags, affiches et autocollants;Graffitis sur mur, façade sur rue, pont;1  Rue Saint-Victor, 75005 PARIS;75005;Paris 5;5;SAINT - VICTOR;2020-11-13;2020;11;IOPage DMR Paris.fr application;graffitis;A2020K021134;"{""coordinates"": [2.351057305276041, 48.84811399504133], ""type"": ""Point""}";48.84811399504133,2.351057305276041
3253;Objets abandonnés;Autres objets encombrants abandonnés;4 Rue Van Loo, 75016 PARIS;75016;Paris 16;16;AUTEUIL SUD;2020-11-02;2020;11;IOPage DMR Paris.fr application;Ramen en tant que prestataire de DansMaRue;A2020K003253;"{""coordinates"": [2.267556405964454, 48.84106399572006], ""type"": ""Point""}";48.84106399572006,2.267556405964454
3255;Objets abandonnés;Autres objets encombrants abandonnés;4 Rue Van Loo, 75016 PARIS;75016;Paris 16;16;AUTEUIL SUD;2020-11-02;2020;11;IOPage DMR Paris.fr application;Ramen en tant que prestataire de DansMaRue;A2020K003255;"{""coordinates"": [2.267556405964454, 48.84106399572006], ""type"": ""Point""}";48.84106399572006,2.267556405964454
4108;Autos, motos, vélos...;Deux-roues motorisé en stationnement gênant;101 Rue de Vaugirard, 75006 PARIS;75006;Paris 6;6;SAINT - PLACIDE;2020-11-03;2020;11;IOPage DMR Paris.fr application;DPMP-SCOP;A2020K004108;"{""coordinates"": [2.321757794938619, 48.84540000324983], ""type"": ""Point""}";48.84540000324983,2.321757794938619
4109;Autos, motos, vélos...;Automobile ou autre véhicule motorisé en stationnement gênant;12 Rue Jadin, 75017 PARIS;75017;Paris 17;17;COURCELLES - WAGRAM;2020-11-03;2020;11;Androï;DPMP-SCOP;G2020K004109;"{""coordinates"": [2.305694597486044, 48.881355000922646], ""type"": ""Point""}";48.881355000922646,2.305694597486044
19557;Voirie et espace public;Chantier :Chantier de voirie sans barrière ou information et présentant un danger;7 Rue Tandou, 75019 PARIS;75019;Paris 19;19;BASSIN DE LA VILLETTE;2020-11-12;2020;11;Androï;DVD;G2020K019557;"{""coordinates"": [2.379133695830289, 48.8860050024856], ""type"": ""Point""}";48.8860050024856,2.379133695830289
820;Autos, motos, vélos...;Épave d'automobile ou d'un autre véhicule motorisé;1 Rue Ernest Roche, 75017 PARIS;75017;Paris 17;17;EPINETTES - BESSIERES;2020-11-01;2020;11;Androï;DPMP-UEV;G2020K000820;"{""coordinates"": [2.318564401062555, 48.895325001140016], ""type"": ""Point""}";48.895325001140016,2.318564401062555
1639;Objets abandonnés;[] Objets abandonnés rubalisés;66 Avenue Mozart, 75016 PARIS;75016;Paris 16;16;AUTEUIL NORD;2020-11-02;2020;11;Androï;Ramen en tant que prestataire de DansMaRue;G2020K001639;"{""coordinates"": [2.268725398712402, 48.85345499977221], ""type"": ""Point""}";48.85345499977221,2.268725398712402
2479;Propreté;Épanchement d'urine;180 Avenue de Choisy, 75013 PARIS;75013;Paris 13;13;NATIONALE - DEUX MOULINS;2020-11-02;2020;11;Androï;DPE-STPP-DT;G2020K002479;"{""coordinates"": [2.357451993909803, 48.82995999759483], ""type"": ""Point""}";48.82995999759483,2.357451993909803
3299;Objets abandonnés;Sacs de déchets ménagers;9 Rue de Malte, 75011 PARIS;75011;Paris 11;11;REPUBLIQUE - SAINT-AMBROISE;2020-11-02;2020;11;Androï;DPE-STPP-DT;G2020K003299;"{""coordinates"": [2.368844295973136, 48.86371199542943], ""type"": ""Point""}";48.86371199542943,2.368844295973136
63587;Graffitis, tags, affiches et autocollants;Graffitis sur mur, façade sur rue, pont;16 Rue de la Fidélité, 75010 PARIS;75010;Paris 10;10;PORTE SAINT-DENIS - PARADIS;2020-10-31;2020;10;Androï;graffitis;G2020J063587;"{""coordinates"": [2.356293998678276, 48.87471800235231], ""type"": ""Point""}";48.87471800235231,2.356293998678276
63590;Graffitis, tags, affiches et autocollants;Graffitis sur mur, façade sur rue, pont;8 Rue de la Fidélité, 75010 PARIS;75010;Paris 10;10;PORTE SAINT-DENIS - PARADIS;2020-10-31;2020;10;Androï;graffitis;G2020J063590;"{""coordinates"": [2.357047999468148, 48.87483199837322], ""type"": ""Point""}";48.87483199837322,2.357047999468148
846;Objets abandonnés;Cartons;76 Rue Truffaut, 75017 PARIS;75017;Paris 17;17;BATIGNOLLES;2020-11-01;2020;11;Androï;DPE-STPP-DT;G2020K000846;"{""coordinates"": [2.319410798683252, 48.88733700054765], ""type"": ""Point""}";48.88733700054765,2.319410798683252
851;Propreté;Déchets et/ou salissures divers;16 Rue Alphonse Penaud, 75020 PARIS;75020;Paris 20;20;GAMBETTA;2020-11-01;2020;11;Androï;DPE-STPP-DT;G2020K000851;"{""coordinates"": [2.40719899668987, 48.86812000289265], ""type"": ""Point""}";48.86812000289265,2.40719899668987
62819;Objets abandonnés;Autres objets encombrants abandonnés;54 rue Popincourt, 75011 PARIS;75011;Paris 11;11;REPUBLIQUE - SAINT-AMBROISE;2020-10-31;2020;10;IOPage DMR Paris.fr application;Ramen en tant que prestataire de DansMaRue;A2020J062819;"{""coordinates"": [2.375672596154276, 48.86018399615073], ""type"": ""Point""}";48.86018399615073,2.375672596154276
62826;Objets abandonnés;Autres objets encombrants abandonnés;116 Boulevard Berthier, 75017 PARIS;75017;Paris 17;17;CHAMPERRET - BERTHIER;2020-10-31;2020;10;Androï;Ramen en tant que prestataire de DansMaRue;G2020J062826;"{""coordinates"": [2.30126449789429, 48.88891000097269], ""type"": ""Point""}";48.88891000097269,2.30126449789429
10;Objets abandonnés;Autres objets encombrants abandonnés;3 rue Galleron, 75020 PARIS;75020;Paris 20;20;SAINT BLAISE;2020-11-01;2020;11;Page DMR Paris.fr;Ramen en tant que prestataire de DansMaRue;S2020K000010;"{""coordinates"": [2.404304998699888, 48.85876499844055], ""type"": ""Point""}";48.85876499844055,2.404304998699888
11358;Propreté;Déchets et/ou salissures divers;219 rue la Fayette, 75010 PARIS;75010;Paris 10;10;LOUIS BLANC - AQUEDUC;2020-11-07;2020;11;IOPage DMR Paris.fr application;DPE-STPP-DT;A2020K011358;"{""coordinates"": [2.365160998161503, 48.88157000143014], ""type"": ""Point""}";48.88157000143014,2.365160998161503
11362;Propreté;Épanchement d'urine;24 Rue de Paradis, 75010 PARIS;75010;Paris 10;10;PORTE SAINT-DENIS - PARADIS;2020-11-07;2020;11;Androï;DPE-STPP-DT;G2020K011362;"{""coordinates"": [2.352968997656522, 48.875102996868605], ""type"": ""Point""}";48.875102996868605,2.352968997656522
10532;Autos, motos, vélos...;Deux-roues motorisé en stationnement gênant;7 rue Lalo, 75116 PARIS;75016;Paris 16;16;DAUPHINE;2020-11-07;2020;11;IOPage DMR Paris.fr application;DPMP-SCOP;A2020K010532;"{""coordinates"": [2.280023602817845, 48.87390000243994], ""type"": ""Point""}";48.87390000243994,2.280023602817845
11395;Objets abandonnés;Autres objets encombrants abandonnés;94 avenue Simon Bolivar, 75019 PARIS;75019;Paris 19;19;SECRETAN;2020-11-07;2020;11;Page DMR Paris.fr;Ramen en tant que prestataire de DansMaRue;S2020K011395;"{""coordinates"": [2.374193195293992, 48.87747999613982], ""type"": ""Point""}";48.87747999613982,2.374193195293992
12202;Graffitis, tags, affiches et autocollants;Affiches, autocollants ou graffitis sur autres supports:Autre mobilier urbain;65 Boulevard de Magenta, 75010 PARIS;75010;Paris 10;10;CHATEAU D'EAU - LANCRY;2020-11-08;2020;11;Androï;graffitis;G2020K012202;"{""coordinates"": [2.358353406540931, 48.87356600120209], ""type"": ""Point""}";48.87356600120209,2.358353406540931
12212;Voirie et espace public;Chaussées:Affaissement, trou, bosse, pavé arraché;46 Avenue de Breteuil, 75007 PARIS;75007;Paris 7;7;ECOLE MILITAIRE;2020-11-08;2020;11;IOPage DMR Paris.fr application;DVD;A2020K012212;"{""coordinates"": [2.311966205190334, 48.85014999505633], ""type"": ""Point""}";48.85014999505633,2.311966205190334
10552;Objets abandonnés;Autres objets encombrants abandonnés;15 bis Boulevard Morland, 75004 PARIS;75001;Paris 1;4;ARSENAL;2020-11-07;2020;11;Androï;Ramen en tant que prestataire de DansMaRue;G2020K010552;"{""coordinates"": [2.363981200540579, 48.84925999858423], ""type"": ""Point""}";48.84925999858423,2.363981200540579
10555;Objets abandonnés;Gravats ou déchets de chantier;21 Rue Hégésippe Moreau, 75018 PARIS;75018;Paris 18;18;GRANDES CARRIERES - CLICHY;2020-11-07;2020;11;Androï;Ramen en tant que prestataire de DansMaRue;G2020K010555;"{""coordinates"": [2.327996297757934, 48.88775599883358], ""type"": ""Point""}";48.88775599883358,2.327996297757934
10583;Propreté;Propreté du sol:Peinture sur trottoir;145 Boulevard Diderot, 75012 PARIS;75012;Paris 12;12;NATION - PICPUS;2020-11-07;2020;11;IOPage DMR Paris.fr application;graffitis;A2020K010583;"{""coordinates"": [2.394225596500808, 48.848269997447716], ""type"": ""Point""}";48.848269997447716,2.394225596500808
22774;Objets abandonnés;Autres objets encombrants abandonnés;92 rue de la Convention, 75015 PARIS;75015;Paris 15;15;CITROEN - BOUCICAUT;2020-11-14;2020;11;Page DMR Paris.fr;Ramen en tant que prestataire de DansMaRue;S2020K022774;"{""coordinates"": [2.285977993714061, 48.84176999793766], ""type"": ""Point""}";48.84176999793766,2.285977993714061
24500;Objets abandonnés;Autres objets encombrants abandonnés;3 Port Debilly, 75016 PARIS;75016;Paris 16;16;CHAILLOT;2020-11-15;2020;11;IOPage DMR Paris.fr application;Ramen en tant que prestataire de DansMaRue;A2020K024500;"{""coordinates"": [2.29425170079293, 48.86233000101751], ""type"": ""Point""}";48.86233000101751,2.29425170079293
24504;Objets abandonnés;Autres objets encombrants abandonnés;85 Rue d'Aubervilliers, 75018 PARIS;75019;Paris 19;19;FLANDRE - AUBERVILLIERS;2020-11-15;2020;11;Androï;Ramen en tant que prestataire de DansMaRue;G2020K024504;"{""coordinates"": [2.368396800836506, 48.890094999400226], ""type"": ""Point""}";48.890094999400226,2.368396800836506
24507;Voirie et espace public;Chantier :Chantier de voirie sans barrière ou information et présentant un danger;2 Avenue Elisée Reclus, 75007 PARIS;75007;Paris 7;7;GROS CAILLOU;2020-11-15;2020;11;IOPage DMR Paris.fr application;DVD;A2020K024507;"{""coordinates"": [2.29681699983115, 48.85879500320353], ""type"": ""Point""}";48.85879500320353,2.29681699983115
21160;Activités commerciales et professionnelles;Étalages et terrasses à usage commercial:Gêne à la circulation / Étalage excessif;3 Rue Robert Lindet, 75015 PARIS;75015;Paris 15;15;GEORGES BRASSENS;2020-11-13;2020;11;Androï;DPMP avec un découpage en circonscription;G2020K021160;"{""coordinates"": [2.295411598011432, 48.833839996856774], ""type"": ""Point""}";48.833839996856774,2.295411598011432
22789;Graffitis, tags, affiches et autocollants;Affiches, autocollants ou graffitis sur autres supports:Autre mobilier urbain;61 rue Manin, 75019 PARIS;75019;Paris 19;19;SECRETAN;2020-11-14;2020;11;Page DMR Paris.fr;graffitis;S2020K022789;"{""coordinates"": [2.38069079506154, 48.881595997879415], ""type"": ""Point""}";48.881595997879415,2.38069079506154
22813;Objets abandonnés;Autres objets encombrants abandonnés;24 Rue Saint-Louis en l'Île, 75004 PARIS;75001;Paris 1;4;LES ILES;2020-11-14;2020;11;IOPage DMR Paris.fr application;Ramen en tant que prestataire de DansMaRue;A2020K022813;"{""coordinates"": [2.357622999879239, 48.85146699958569], ""type"": ""Point""}";48.85146699958569,2.357622999879239
22815;Autos, motos, vélos...;Automobile ou autre véhicule motorisé en stationnement gênant;10 Passage Saint-Pierre Amelot, 75011 PARIS;75011;Paris 11;11;REPUBLIQUE - SAINT-AMBROISE;2020-11-14;2020;11;Androï;DPMP-SCOP;G2020K022815;"{""coordinates"": [2.369835401679927, 48.86244999709001], ""type"": ""Point""}";48.86244999709001,2.369835401679927
23657;Objets abandonnés;Autres objets encombrants abandonnés;14 avenue de la Soeur Rosalie, 75013 PARIS;75013;Paris 13;13;CROULEBARBE;2020-11-14;2020;11;Page DMR Paris.fr;Ramen en tant que prestataire de DansMaRue;S2020K023657;"{""coordinates"": [2.3531267981564072, 48.83223300263014], ""type"": ""Point""}";48.83223300263014,2.3531267981564072
23661;Objets abandonnés;Autres objets encombrants abandonnés;9 Rue Louis Bonnet, 75011 PARIS;75011;Paris 11;11;BELLEVILLE - SAINT-MAUR;2020-11-14;2020;11;Androï;Ramen en tant que prestataire de DansMaRue;G2020K023661;"{""coordinates"": [2.376531002939571, 48.87072399922744], ""type"": ""Point""}";48.87072399922744,2.376531002939571
23688;Autos, motos, vélos...;Épave de deux-roues motorisé;4 Place Etienne Pernet, 75015 PARIS;75015;Paris 15;15;VIOLET - COMMERCE;2020-11-14;2020;11;Androï;DPMP-UEV;G2020K023688;"{""coordinates"": [2.292665199429832, 48.843559995137866], ""type"": ""Point""}";48.843559995137866,2.292665199429832
20356;Objets abandonnés;Autres objets encombrants abandonnés;2 Rue Lambert, 75018 PARIS;75018;Paris 18;18;MONTMARTRE;2020-11-13;2020;11;Androï;Ramen en tant que prestataire de DansMaRue;G2020K020356;"{""coordinates"": [2.346062205177014, 48.88821000274639], ""type"": ""Point""}";48.88821000274639,2.346062205177014
21167;Graffitis, tags, affiches et autocollants;Affiches ou autocollants sur mur, façade sur rue, pont, jardinière, descente d'eau pluviale;39 rue de la Tour d'Auvergne, 75009 PARIS;75009;Paris 9;9;PIGALLE - MARTYRS;2020-11-13;2020;11;IOPage DMR Paris.fr application;DPE-STPP-DT;A2020K021167;"{""coordinates"": [2.341579000862221, 48.87956200190078], ""type"": ""Point""}";48.87956200190078,2.341579000862221
21180;Propreté;Déchets et/ou salissures divers;39 Rue Lacordaire, 75015 PARIS;75015;Paris 15;15;CITROEN - BOUCICAUT;2020-11-13;2020;11;IOPage DMR Paris.fr application;DPE-STPP-DT;A2020K021180;"{""coordinates"": [2.282809697270697, 48.842010000601185], ""type"": ""Point""}";48.842010000601185,2.282809697270697
21185;Objets abandonnés;Sacs de déchets ménagers;87 rue de Lourmel, 75015 PARIS;75015;Paris 15;15;VIOLET - COMMERCE;2020-11-13;2020;11;Page DMR Paris.fr;DPE-STPP-DT;S2020K021185;"{""coordinates"": [2.28700879725522, 48.844425002164506], ""type"": ""Point""}";48.844425002164506,2.28700879725522
21188;Objets abandonnés;Autres objets encombrants abandonnés;26 Avenue Georges Lafenestre, 75014 PARIS;75014;Paris 14;14;DIDOT - PORTE DE VANVES;2020-11-13;2020;11;Androï;Ramen en tant que prestataire de DansMaRue;G2020K021188;"{""coordinates"": [2.308888006856738, 48.82439799545564], ""type"": ""Point""}";48.82439799545564,2.308888006856738
21209;Objets abandonnés;Autres objets encombrants abandonnés;2 Rue du Pré Saint-Gervais, 75019 PARIS;75019;Paris 19;19;PLACE DES FETES;2020-11-13;2020;11;Androï;Ramen en tant que prestataire de DansMaRue;G2020K021209;"{""coordinates"": [2.392514201228113, 48.87574399596429], ""type"": ""Point""}";48.87574399596429,2.392514201228113
21988;Propreté;Déchets et/ou salissures divers;5 rue Cavallotti, 75018 PARIS;75018;Paris 18;18;GRANDES CARRIERES - CLICHY;2020-11-13;2020;11;Page DMR Paris.fr;DPE-STPP-DT;S2020K021988;"{""coordinates"": [2.328382496634916, 48.886019997005356], ""type"": ""Point""}";48.886019997005356,2.328382496634916
21997;Propreté;Déchets et/ou salissures divers;7 rue de la Villette, 75019 PARIS;75019;Paris 19;19;PLATEAU;2020-11-13;2020;11;Page DMR Paris.fr;DPE-STPP-DT;S2020K021997;"{""coordinates"": [2.387342698052666, 48.87504600065133], ""type"": ""Point""}";48.87504600065133,2.387342698052666
37287;Graffitis, tags, affiches et autocollants;[] Affiches ou graffitis à traiter par la Circonscription Fonctionnelle;7 Rue Léon Jouhaux, 75010 PARIS;75010;Paris 10;10;CHATEAU D'EAU - LANCRY;2020-11-23;2020;11;Androï;DPE-STPP-Fonctionnelle;G2020K037287;"{""coordinates"": [2.36391660065285, 48.86903999627226], ""type"": ""Point""}";48.86903999627226,2.36391660065285
37296;Graffitis, tags, affiches et autocollants;Affiches ou autocollants sur mur, façade sur rue, pont, jardinière, descente d'eau pluviale;7 Rue Léon Jouhaux, 75010 PARIS;75010;Paris 10;10;CHATEAU D'EAU - LANCRY;2020-11-23;2020;11;Androï;DPE-STPP-DT;G2020K037296;"{""coordinates"": [2.363991693352817, 48.869071998123395], ""type"": ""Point""}";48.869071998123395,2.363991693352817
37309;Graffitis, tags, affiches et autocollants;Graffitis sur mur, façade sur rue, pont;5 rue Duc, 75018 PARIS;75018;Paris 18;18;CLIGNANCOURT - JULES JOFFRIN;2020-11-23;2020;11;Page DMR Paris.fr;graffitis;S2020K037309;"{""coordinates"": [2.343531805314265, 48.891864996718056], ""type"": ""Point""}";48.891864996718056,2.343531805314265
18765;Objets abandonnés;Autres objets encombrants abandonnés;26 Rue Olivier de Serres, 75015 PARIS;75015;Paris 15;15;VAUGIRARD - PARC DES EXPOSITIONS;2020-11-12;2020;11;Androï;Ramen en tant que prestataire de DansMaRue;G2020K018765;"{""coordinates"": [2.29704020110071, 48.835930002750445], ""type"": ""Point""}";48.835930002750445,2.29704020110071
18776;Objets abandonnés;Autres objets encombrants abandonnés;14 Rue de Maubeuge, 75009 PARIS;75009;Paris 9;9;PIGALLE - MARTYRS;2020-11-12;2020;11;Androï;Ramen en tant que prestataire de DansMaRue;G2020K018776;"{""coordinates"": [2.341977593806308, 48.876826996705276], ""type"": ""Point""}";48.876826996705276,2.341977593806308
18790;Propreté;Déchets et/ou salissures divers;3 Rue Romy Schneider, 75018 PARIS;75018;Paris 18;18;LA CHAPELLE - MARX DORMOY;2020-11-12;2020;11;Androï;DPE-STPP-DT;G2020K018790;"{""coordinates"": [2.361634500780998, 48.88800399557979], ""type"": ""Point""}";48.88800399557979,2.361634500780998
17125;Objets abandonnés;Autres objets encombrants abandonnés;12 Rue Bernard Lecache, 75012 PARIS;75012;Paris 12;12;BEL - AIR NORD;2020-11-11;2020;11;Androï;Ramen en tant que prestataire de DansMaRue;G2020K017125;"{""coordinates"": [2.415192594946099, 48.845744998305165], ""type"": ""Point""}";48.845744998305165,2.415192594946099
17129;Objets abandonnés;Autres objets encombrants abandonnés;111 Rue du Faubourg Poissonnière, 75009 PARIS;75009;Paris 9;9;ANVERS - MONTHOLON;2020-11-11;2020;11;Androï;Ramen en tant que prestataire de DansMaRue;G2020K017129;"{""coordinates"": [2.349057997063645, 48.87769299570488], ""type"": ""Point""}";48.87769299570488,2.349057997063645
17133;Objets abandonnés;Autres objets encombrants abandonnés;4 Rue Pierre Ginier, 75018 PARIS;75018;Paris 18;18;GRANDES CARRIERES - CLICHY;2020-11-11;2020;11;Androï;Ramen en tant que prestataire de DansMaRue;G2020K017133;"{""coordinates"": [2.326522403548917, 48.88665999768177], ""type"": ""Point""}";48.88665999768177,2.326522403548917
17138;Propreté;[] Renfort Fonctionnelle;15 Boulevard Poissonnière, 75009 PARIS;75001;Paris 1;2;SENTIER - BONNE NOUVELLE;2020-11-11;2020;11;Androï;DPE-STPP-Fonctionnelle;G2020K017138;"{""coordinates"": [2.345156001328958, 48.870969996194425], ""type"": ""Point""}";48.870969996194425,2.345156001328958
17949;Graffitis, tags, affiches et autocollants;Affiches, autocollants ou graffitis sur autres supports:Autre mobilier urbain;54 Avenue Simon Bolivar, 75019 PARIS;75019;Paris 19;19;SECRETAN;2020-11-11;2020;11;Androï;graffitis;G2020K017949;"{""coordinates"": [2.378020493366512, 48.87647199677337], ""type"": ""Point""}";48.87647199677337,2.378020493366512
17956;Graffitis, tags, affiches et autocollants;Affiches, autocollants ou graffitis sur autres supports:[] Mobilier électrique Enedis;1 Rue Manin, 75019 PARIS;75019;Paris 19;19;SECRETAN;2020-11-11;2020;11;Androï;DPE-STPP-DT;G2020K017956;"{""coordinates"": [2.379167596104549, 48.8765000029421], ""type"": ""Point""}";48.8765000029421,2.379167596104549
17959;Objets abandonnés;Autres objets encombrants abandonnés;17 Rue Agar, 75016 PARIS;75016;Paris 16;16;AUTEUIL NORD;2020-11-11;2020;11;IOPage DMR Paris.fr application;Ramen en tant que prestataire de DansMaRue;A2020K017959;"{""coordinates"": [2.274153694730809, 48.85117299457015], ""type"": ""Point""}";48.85117299457015,2.274153694730809
17969;Propreté;Propreté des équipements de collecte des déchets:Conteneur pour la collecte des textiles sale ou débordant;12 Place Denfert-Rochereau, 75014 PARIS;75014;Paris 14;14;MOUTON - DUVERNET;2020-11-11;2020;11;IOPage DMR Paris.fr application;Prestataires du réseau de bornes de dépot de textiles;A2020K017969;"{""coordinates"": [2.330590199744698, 48.83437000251194], ""type"": ""Point""}";48.83437000251194,2.330590199744698
17974;Autos, motos, vélos...;Automobile ou autre véhicule motorisé en stationnement gênant;31B Rue Saint-Dominique, 75007 PARIS;75007;Paris 7;7;INVALIDES;2020-11-11;2020;11;IOPage DMR Paris.fr application;DPMP-SCOP;A2020K017974;"{""coordinates"": [2.319674693420694, 48.85894999741196], ""type"": ""Point""}";48.85894999741196,2.319674693420694
17975;Objets abandonnés;Autres objets encombrants abandonnés;83 Rue de la Santé, 75013 PARIS;75013;Paris 13;13;BUTTES AUX CAILLES - DAVIEL - BOUSSINGAULT;2020-11-11;2020;11;Androï;Ramen en tant que prestataire de DansMaRue;G2020K017975;"{""coordinates"": [2.341368405977156, 48.831017003245066], ""type"": ""Point""}";48.831017003245066,2.341368405977156
17993;Objets abandonnés;Autres objets encombrants abandonnés;61 Rue Brancion, 75015 PARIS;75015;Paris 15;15;GEORGES BRASSENS;2020-11-11;2020;11;Androï;Ramen en tant que prestataire de DansMaRue;G2020K017993;"{""coordinates"": [2.30369349636101, 48.8327829954506], ""type"": ""Point""}";48.8327829954506,2.30369349636101
15524;Graffitis, tags, affiches et autocollants;[] Inscriptions haineuses avérées:[] Graffitis haineux sur mur, façade sur rue, pont;114 Rue du Temple, 75003 PARIS;75001;Paris 1;3;SAINT - AVOYE;2020-11-10;2020;11;Androï;graffitis;G2020K015524;"{""coordinates"": [2.357880599812701, 48.862829999209175], ""type"": ""Point""}";48.862829999209175,2.357880599812701
15538;Graffitis, tags, affiches et autocollants;Affiches, autocollants ou graffitis sur autres supports:Panneau routier ou signalétique;84 Rue Raymond Losserand, 75014 PARIS;75014;Paris 14;14;PERNETY;2020-11-10;2020;11;IOPage DMR Paris.fr application;graffitis;A2020K015538;"{""coordinates"": [2.31694959900455, 48.83344699524396], ""type"": ""Point""}";48.83344699524396,2.31694959900455
15551;Objets abandonnés;Autres objets encombrants abandonnés;52 Rue Clisson, 75013 PARIS;75013;Paris 13;13;SALPETRIERE - AUSTERLITZ;2020-11-10;2020;11;IOPage DMR Paris.fr application;Ramen en tant que prestataire de DansMaRue;A2020K015551;"{""coordinates"": [2.3662999036399492, 48.8312230027438], ""type"": ""Point""}";48.8312230027438,2.3662999036399492
15553;Propreté;Propreté du sol:Peinture sur trottoir;65 Rue Raymond Losserand, 75014 PARIS;75014;Paris 14;14;PERNETY;2020-11-10;2020;11;IOPage DMR Paris.fr application;graffitis;A2020K015553;"{""coordinates"": [2.319027997062002, 48.83437000101633], ""type"": ""Point""}";48.83437000101633,2.319027997062002
