ID_DECLARATION;TYPE_DECLARATION;SOUS TYPE DECLARATION;ADRESSE;CODE POSTAL;VILLE;ARRONDISSEMENT;CONSEIL DE QUARTIER;DATE DECLARATION;ANNEE_DECLARATION;MOIS_DECLARATION;OUTIL SOURCE;INTERVENANT;ID_DMR;geo_shape;geo_point_2d
24162;Graffitis, tags, affiches et autocollants;Graffitis sur mur, façade sur rue, pont;10 Rue Lapeyrere, 75018 PARIS;75018;Paris 18;18;CLIGNANCOURT - JULES JOFFRIN;2020-11-15;2020;11;Androï;graffitis;G2020K024162;"{""coordinates"": [2.343066006048104, 48.89184999559903], ""type"": ""Point""}";48.89184999559903,2.343066006048104
20836;Objets abandonnés;Autres objets encombrants abandonnés;3 Rue Jules Dumien, 75020 PARIS;75020;Paris 20;20;TELEGRAPHE - PELLEPORT - SAINT-FARGEAU;2020-11-13;2020;11;Androï;Ramen en tant que prestataire de DansMaRue;G2020K020836;"{""coordinates"": [2.400801396940278, 48.86955599851662], ""type"": ""Point""}";48.86955599851662,2.400801396940278
20842;Autos, motos, vélos...;Épave de deux-roues motorisé;14 Rue Freycinet, 75116 PARIS;75016;Paris 16;16;CHAILLOT;2020-11-13;2020;11;Androï;DPMP-UEV;G2020K020842;"{""coordinates"": [2.297518494739168, 48.86622999866596], ""type"": ""Point""}";48.86622999866596,2.297518494739168
20854;Autos, motos, vélos...;Automobile ou autre véhicule motorisé en stationnement gênant;1 Rue Taitbout, 75009 PARIS;75009;Paris 9;9;OPERA - CHAUSSEE D'ANTIN;2020-11-13;2020;11;Androï;DPMP-SCOP;G2020K020854;"{""coordinates"": [2.336479702721066, 48.87168999988391], ""type"": ""Point""}";48.87168999988391,2.336479702721066
20863;Objets abandonnés;Autres objets encombrants abandonnés;163 Rue de Sèvres, 75015 PARIS;75015;Paris 15;15;CAMBRONNE - GARIBALDI;2020-11-13;2020;11;Androï;Ramen en tant que prestataire de DansMaRue;G2020K020863;"{""coordinates"": [2.312350505483307, 48.84519199687714], ""type"": ""Point""}";48.84519199687714,2.312350505483307
20061;Autos, motos, vélos...;Automobile ou autre véhicule motorisé en stationnement gênant;16 Avenue Ledru Rollin, 75012 PARIS;75012;Paris 12;12;ALIGRE - GARE DE LYON;2020-11-12;2020;11;Androï;DPMP-SCOP;G2020K020061;"{""coordinates"": [2.368844499740029, 48.846465999595765], ""type"": ""Point""}";48.846465999595765,2.368844499740029
20068;Objets abandonnés;Autres objets encombrants abandonnés;12 rue Augustin Thierry, 75019 PARIS;75019;Paris 19;19;PLACE DES FETES;2020-11-12;2020;11;Page DMR Paris.fr;Ramen en tant que prestataire de DansMaRue;S2020K020068;"{""coordinates"": [2.393505001709954, 48.876312001506854], ""type"": ""Point""}";48.876312001506854,2.393505001709954
20084;Graffitis, tags, affiches et autocollants;Graffitis sur mur, façade sur rue, pont;139 Boulevard Diderot, 75012 PARIS;75012;Paris 12;12;NATION - PICPUS;2020-11-12;2020;11;IOPage DMR Paris.fr application;graffitis;A2020K020084;"{""coordinates"": [2.393611705736754, 48.8483429999489], ""type"": ""Point""}";48.8483429999489,2.393611705736754
20874;Autos, motos, vélos...;Épave de deux-roues motorisé;4T Rue des Pâtures, 75016 PARIS;75016;Paris 16;16;AUTEUIL NORD;2020-11-13;2020;11;Androï;DPMP-UEV;G2020K020874;"{""coordinates"": [2.275097001416153, 48.84942999926785], ""type"": ""Point""}";48.84942999926785,2.275097001416153
20877;Objets abandonnés;Autres objets encombrants abandonnés;1 Impasse des Carrières, 75016 PARIS;75016;Paris 16;16;MUETTE NORD;2020-11-13;2020;11;Androï;Ramen en tant que prestataire de DansMaRue;G2020K020877;"{""coordinates"": [2.2814484006834608, 48.85824199577468], ""type"": ""Point""}";48.85824199577468,2.2814484006834608
20882;Propreté;Déchets et/ou salissures divers;2 Rue Ernest Hébert, 75016 PARIS;75016;Paris 16;16;MUETTE NORD;2020-11-13;2020;11;IOPage DMR Paris.fr application;DPE-STPP-DT;A2020K020882;"{""coordinates"": [2.266661193228356, 48.861476996762164], ""type"": ""Point""}";48.861476996762164,2.266661193228356
14410;Autos, motos, vélos...;Deux-roues motorisé en stationnement gênant;1 Rue Saint-Lazare, 75009 PARIS;75009;Paris 9;9;PIGALLE - MARTYRS;2020-11-09;2020;11;IOPage DMR Paris.fr application;DPMP-SCOP;A2020K014410;"{""coordinates"": [2.338636003170524, 48.87682299840941], ""type"": ""Point""}";48.87682299840941,2.338636003170524
14426;Graffitis, tags, affiches et autocollants;Graffitis sur mur, façade sur rue, pont;2 Avenue Debidour, 75019 PARIS;75019;Paris 19;19;DANUBE;2020-11-09;2020;11;Androï;graffitis;G2020K014426;"{""coordinates"": [2.397155305736427, 48.88132499841631], ""type"": ""Point""}";48.88132499841631,2.397155305736427
14431;Propreté;[] Renfort Fonctionnelle;38 Boulevard Jourdan, 75014 PARIS;75014;Paris 14;14;MONTSOURIS - DAREAU;2020-11-09;2020;11;Androï;DPE-STPP-Fonctionnelle;G2020K014431;"{""coordinates"": [2.333095799636454, 48.82157999636626], ""type"": ""Point""}";48.82157999636626,2.333095799636454
14433;Objets abandonnés;Gravats ou déchets de chantier;113 Avenue du Maine, 75014 PARIS;75014;Paris 14;14;MOUTON - DUVERNET;2020-11-09;2020;11;Androï;Ramen en tant que prestataire de DansMaRue;G2020K014433;"{""coordinates"": [2.323635004793678, 48.83586499470392], ""type"": ""Point""}";48.83586499470392,2.323635004793678
15250;Objets abandonnés;Autres objets encombrants abandonnés;16 Rue Tristan Tzara, 75018 PARIS;75018;Paris 18;18;CHARLES HERMITE - EVANGILE;2020-11-10;2020;11;Androï;Ramen en tant que prestataire de DansMaRue;G2020K015250;"{""coordinates"": [2.364843793324105, 48.89496000287354], ""type"": ""Point""}";48.89496000287354,2.364843793324105
19276;Objets abandonnés;Sacs de déchets ménagers;155 avenue de Clichy, 75017 PARIS;75017;Paris 17;17;MARTIN LUTHER KING;2020-11-12;2020;11;IOPage DMR Paris.fr application;DPE-STPP-DT;A2020K019276;"{""coordinates"": [2.3178124064115773, 48.89172399783409], ""type"": ""Point""}";48.89172399783409,2.3178124064115773
12775;Objets abandonnés;Cartons;5 Rue Ernest Roche, 75017 PARIS;75017;Paris 17;17;EPINETTES - BESSIERES;2020-11-08;2020;11;Androï;DPE-STPP-DT;G2020K012775;"{""coordinates"": [2.319808502107488, 48.89556499848589], ""type"": ""Point""}";48.89556499848589,2.319808502107488
13633;Autos, motos, vélos...;Deux-roues motorisé en stationnement gênant;18 rue de Calais, 75009 PARIS;75009;Paris 9;9;BLANCHE - TRINITE;2020-11-09;2020;11;Page DMR Paris.fr;DPMP-SCOP;S2020K013633;"{""coordinates"": [2.330602004263674, 48.8826499988543], ""type"": ""Point""}";48.8826499988543,2.330602004263674
13635;Objets abandonnés;Autres objets encombrants abandonnés;19 Rue Oberkampf, 75011 PARIS;75011;Paris 11;11;REPUBLIQUE - SAINT-AMBROISE;2020-11-09;2020;11;Androï;Ramen en tant que prestataire de DansMaRue;G2020K013635;"{""coordinates"": [2.368894300518649, 48.863463995229374], ""type"": ""Point""}";48.863463995229374,2.368894300518649
14439;Propreté;[] Renfort Fonctionnelle;47 boulevard Jourdan, 75014 PARIS;75014;Paris 14;14;MONTSOURIS - DAREAU;2020-11-09;2020;11;Androï;DPE-STPP-Fonctionnelle;G2020K014439;"{""coordinates"": [2.332847713842217, 48.82141241582938], ""type"": ""Point""}";48.82141241582938,2.332847713842217
14456;Graffitis, tags, affiches et autocollants;Graffitis sur mur, façade sur rue, pont;7 Rue Hector Malot, 75012 PARIS;75012;Paris 12;12;ALIGRE - GARE DE LYON;2020-11-09;2020;11;IOPage DMR Paris.fr application;graffitis;A2020K014456;"{""coordinates"": [2.375550701854772, 48.84576399626223], ""type"": ""Point""}";48.84576399626223,2.375550701854772
12803;Objets abandonnés;Autres objets encombrants abandonnés;9 rue Paul Abadie, 75018 PARIS;75018;Paris 18;18;MOSKOWA - PORTE MONTMARTRE - PORTE DE CLIGNANCOURT;2020-11-08;2020;11;Page DMR Paris.fr;Ramen en tant que prestataire de DansMaRue;S2020K012803;"{""coordinates"": [2.335574398193372, 48.89716299946854], ""type"": ""Point""}";48.89716299946854,2.335574398193372
12806;Propreté;Déchets et/ou salissures divers;20 Avenue de Choisy, 75013 PARIS;75013;Paris 13;13;OLYMPIADES - CHOISY;2020-11-08;2020;11;Androï;DPE-STPP-DT;G2020K012806;"{""coordinates"": [2.36387440505196, 48.82142999589684], ""type"": ""Point""}";48.82142999589684,2.36387440505196
12816;Objets abandonnés;Autres objets encombrants abandonnés;4 Boulevard Bessières, 75017 PARIS;75017;Paris 17;17;EPINETTES - BESSIERES;2020-11-08;2020;11;Androï;Ramen en tant que prestataire de DansMaRue;G2020K012816;"{""coordinates"": [2.328746802796313, 48.8978700029263], ""type"": ""Point""}";48.8978700029263,2.328746802796313
24178;Objets abandonnés;Autres objets encombrants abandonnés;3 Rue Beautreillis, 75004 PARIS;75001;Paris 1;4;ARSENAL;2020-11-15;2020;11;Androï;Ramen en tant que prestataire de DansMaRue;G2020K024178;"{""coordinates"": [2.362779899379004, 48.85235200100658], ""type"": ""Point""}";48.85235200100658,2.362779899379004
25819;Objets abandonnés;Autres objets encombrants abandonnés;5 Rue du Pré Saint-Gervais, 75019 PARIS;75019;Paris 19;19;PLACE DES FETES;2020-11-16;2020;11;Androï;Ramen en tant que prestataire de DansMaRue;G2020K025819;"{""coordinates"": [2.392420500109716, 48.87580999903765], ""type"": ""Point""}";48.87580999903765,2.392420500109716
25833;Objets abandonnés;Autres objets encombrants abandonnés;31 Rue de Sambre-et-Meuse, 75010 PARIS;75010;Paris 10;10;FAUBOURG DU TEMPLE - HOPITAL SAINT-LOUIS;2020-11-16;2020;11;Androï;Ramen en tant que prestataire de DansMaRue;G2020K025833;"{""coordinates"": [2.37330579558817, 48.87457999484755], ""type"": ""Point""}";48.87457999484755,2.37330579558817
22510;Objets abandonnés;Autres objets encombrants abandonnés;1 Rue Félix Faure, 75015 PARIS;75015;Paris 15;15;VAUGIRARD - PARC DES EXPOSITIONS;2020-11-14;2020;11;Androï;Ramen en tant que prestataire de DansMaRue;G2020K022510;"{""coordinates"": [2.284452695170139, 48.83942000178898], ""type"": ""Point""}";48.83942000178898,2.284452695170139
24228;Objets abandonnés;Autres objets encombrants abandonnés;31 boulevard de Reuilly, 75012 PARIS;75012;Paris 12;12;JARDIN DE REUILLY;2020-11-15;2020;11;Page DMR Paris.fr;Ramen en tant que prestataire de DansMaRue;S2020K024228;"{""coordinates"": [2.39246499645682, 48.83945499911782], ""type"": ""Point""}";48.83945499911782,2.39246499645682
24230;Objets abandonnés;Autres objets encombrants abandonnés;227 Rue de la Croix Nivert, 75015 PARIS;75015;Paris 15;15;VAUGIRARD - PARC DES EXPOSITIONS;2020-11-15;2020;11;Androï;Ramen en tant que prestataire de DansMaRue;G2020K024230;"{""coordinates"": [2.289894006859994, 48.835395995154535], ""type"": ""Point""}";48.835395995154535,2.289894006859994
25029;Activités commerciales et professionnelles;Nuisances lumineuses:Vitrine de commerce éclairée;8 Passage de la Canopée, 75001 PARIS;75001;Paris 1;1;LES HALLES;2020-11-15;2020;11;Androï;DPMP avec un découpage en circonscription;G2020K025029;"{""coordinates"": [2.347398306615717, 48.86215999734031], ""type"": ""Point""}";48.86215999734031,2.347398306615717
21713;Voirie et espace public;Panneaux routiers:Panneau endommagé;81 rue de la Tour, 75116 PARIS;75016;Paris 16;16;MUETTE NORD;2020-11-13;2020;11;Page DMR Paris.fr;DVD;S2020K021713;"{""coordinates"": [2.277932006373002, 48.86188000185733], ""type"": ""Point""}";48.86188000185733,2.277932006373002
21718;Propreté;Épanchement d'urine;36 Rue des Chaufourniers, 75019 PARIS;75019;Paris 19;19;SECRETAN;2020-11-13;2020;11;Androï;DPE-STPP-DT;G2020K021718;"{""coordinates"": [2.374736293569625, 48.87760499927313], ""type"": ""Point""}";48.87760499927313,2.374736293569625
22527;Objets abandonnés;Autres objets encombrants abandonnés;24 Rue Censier, 75005 PARIS;75005;Paris 5;5;JARDIN DES PLANTES;2020-11-14;2020;11;Androï;Ramen en tant que prestataire de DansMaRue;G2020K022527;"{""coordinates"": [2.352313495882628, 48.84036300281471], ""type"": ""Point""}";48.84036300281471,2.352313495882628
23349;Voirie et espace public;Chantier :Chantier de voirie sans barrière ou information et présentant un danger;28 Rue des Abbesses, 75018 PARIS;75018;Paris 18;18;MONTMARTRE;2020-11-14;2020;11;IOPage DMR Paris.fr application;DVD;A2020K023349;"{""coordinates"": [2.337389194707864, 48.884979995038755], ""type"": ""Point""}";48.884979995038755,2.337389194707864
23358;Objets abandonnés;Autres objets encombrants abandonnés;219 rue Saint charles, 75015 PARIS;75015;Paris 15;15;CITROEN - BOUCICAUT;2020-11-14;2020;11;IOPage DMR Paris.fr application;Ramen en tant que prestataire de DansMaRue;A2020K023358;"{""coordinates"": [2.278646494879088, 48.83843600308579], ""type"": ""Point""}";48.83843600308579,2.278646494879088
23360;Objets abandonnés;Autres objets encombrants abandonnés;21 Avenue de la Porte de Châtillon, 75014 PARIS;75014;Paris 14;14;JEAN MOULIN - PORTE D'ORLEANS;2020-11-14;2020;11;IOPage DMR Paris.fr application;Ramen en tant que prestataire de DansMaRue;A2020K023360;"{""coordinates"": [2.315467793548192, 48.82277999910514], ""type"": ""Point""}";48.82277999910514,2.315467793548192
21747;Graffitis, tags, affiches et autocollants;Affiches, autocollants ou graffitis sur autres supports:Autre mobilier urbain;28 Place de la Nation, 75012 PARIS;75012;Paris 12;12;NATION - PICPUS;2020-11-13;2020;11;IOPage DMR Paris.fr application;graffitis;A2020K021747;"{""coordinates"": [2.396595197954869, 48.84735999877167], ""type"": ""Point""}";48.84735999877167,2.396595197954869
21757;Objets abandonnés;Autres objets encombrants abandonnés;27 Rue Saint-Lazare, 75009 PARIS;75009;Paris 9;9;PIGALLE - MARTYRS;2020-11-13;2020;11;Androï;Ramen en tant que prestataire de DansMaRue;G2020K021757;"{""coordinates"": [2.336680995841022, 48.876755001814224], ""type"": ""Point""}";48.876755001814224,2.336680995841022
21765;Propreté;Épanchement d'urine;141 Rue de l'Université, 75007 PARIS;75007;Paris 7;7;GROS CAILLOU;2020-11-13;2020;11;Androï;DPE-STPP-DT;G2020K021765;"{""coordinates"": [2.306424897709838, 48.86085999589313], ""type"": ""Point""}";48.86085999589313,2.306424897709838
15266;Objets abandonnés;Autres objets encombrants abandonnés;45 Rue de Berri, 75008 PARIS;75008;Paris 8;8;SAINT - PHILIPPE DU ROULE;2020-11-10;2020;11;Androï;Ramen en tant que prestataire de DansMaRue;G2020K015266;"{""coordinates"": [2.307692998709207, 48.87449299533698], ""type"": ""Point""}";48.87449299533698,2.307692998709207
15282;Objets abandonnés;Autres objets encombrants abandonnés;16 Rue du Faubourg Saint-Denis, 75010 PARIS;75010;Paris 10;10;PORTE SAINT-DENIS - PARADIS;2020-11-10;2020;11;Androï;Ramen en tant que prestataire de DansMaRue;G2020K015282;"{""coordinates"": [2.353267701566514, 48.87058300101585], ""type"": ""Point""}";48.87058300101585,2.353267701566514
20123;Voirie et espace public;Trottoirs:Affaissement, trou, bosse, pavé arraché;15 Place Joffre, 75007 PARIS;75007;Paris 7;7;GROS CAILLOU;2020-11-12;2020;11;IOPage DMR Paris.fr application;DVD;A2020K020123;"{""coordinates"": [2.302625996249144, 48.852622995112185], ""type"": ""Point""}";48.852622995112185,2.302625996249144
20133;Éclairage / Électricité;Éclairage public éteint la nuit;7bis Boulevard Bourdon, 75004 PARIS;75001;Paris 1;4;ARSENAL;2020-11-12;2020;11;IOPage DMR Paris.fr application;Prestataire de la DVD opérant sur tout Paris (Éclairage et signalisation lumineuse);A2020K020133;"{""coordinates"": [2.366121998969997, 48.848305001496335], ""type"": ""Point""}";48.848305001496335,2.366121998969997
20149;Autos, motos, vélos...;Deux-roues motorisé en stationnement gênant;51 Boulevard Beaumarchais, 75003 PARIS;75001;Paris 1;3;ARCHIVES;2020-11-12;2020;11;IOPage DMR Paris.fr application;DPMP-SCOP;A2020K020149;"{""coordinates"": [2.367894395766712, 48.8570500002032], ""type"": ""Point""}";48.8570500002032,2.367894395766712
12830;Graffitis, tags, affiches et autocollants;Affiches, autocollants ou graffitis sur statue, monument, oeuvre d'art;1 Avenue de Bouvines, 75011 PARIS;75011;Paris 11;11;NATION - ALEXANDRE DUMAS;2020-11-08;2020;11;IOPage DMR Paris.fr application;DAC;A2020K012830;"{""coordinates"": [2.39591000373867, 48.849631996019085], ""type"": ""Point""}";48.849631996019085,2.39591000373867
13644;Objets abandonnés;Autres objets encombrants abandonnés;12 Rue Jobbé Duval, 75015 PARIS;75015;Paris 15;15;GEORGES BRASSENS;2020-11-09;2020;11;Androï;Ramen en tant que prestataire de DansMaRue;G2020K013644;"{""coordinates"": [2.298749205083561, 48.83479700261567], ""type"": ""Point""}";48.83479700261567,2.298749205083561
13651;Graffitis, tags, affiches et autocollants;Graffitis sur mur, façade sur rue, pont;77 rue de Lagny, 75020 PARIS;75020;Paris 20;20;PLAINE LAGNY;2020-11-09;2020;11;Page DMR Paris.fr;graffitis;S2020K013651;"{""coordinates"": [2.408342099615991, 48.849099998830916], ""type"": ""Point""}";48.849099998830916,2.408342099615991
13667;Objets abandonnés;Autres objets encombrants abandonnés;16 Rue Gerbier, 75011 PARIS;75011;Paris 11;11;LEON BLUM - FOLIE-REGNAULT;2020-11-09;2020;11;Androï;Ramen en tant que prestataire de DansMaRue;G2020K013667;"{""coordinates"": [2.386255293245076, 48.85866500045331], ""type"": ""Point""}";48.85866500045331,2.386255293245076
14490;Graffitis, tags, affiches et autocollants;Graffitis sur mur, façade sur rue, pont;66 Bd Sérurier, 75019 PARIS;75019;Paris 19;19;DANUBE;2020-11-09;2020;11;Androï;graffitis;G2020K014490;"{""coordinates"": [2.396993997939057, 48.88120699475126], ""type"": ""Point""}";48.88120699475126,2.396993997939057
15301;Objets abandonnés;Autres objets encombrants abandonnés;2 Rue Alphonse Karr, 75019 PARIS;75019;Paris 19;19;PONT DE FLANDRE;2020-11-10;2020;11;Androï;Ramen en tant que prestataire de DansMaRue;G2020K015301;"{""coordinates"": [2.381272804283268, 48.89463800121181], ""type"": ""Point""}";48.89463800121181,2.381272804283268
12853;Objets abandonnés;Autres objets encombrants abandonnés;21 Rue Legendre, 75017 PARIS;75017;Paris 17;17;LEGENDRE - LEVIS;2020-11-08;2020;11;Androï;Ramen en tant que prestataire de DansMaRue;G2020K012853;"{""coordinates"": [2.313386695163336, 48.88374999668405], ""type"": ""Point""}";48.88374999668405,2.313386695163336
13678;Activités commerciales et professionnelles;Étalages et terrasses à usage commercial:Gêne à la circulation / Étalage excessif;130 Avenue du Général Michel Bizot, 75012 PARIS;75012;Paris 12;12;BEL - AIR SUD;2020-11-09;2020;11;IOPage DMR Paris.fr application;DPMP avec un découpage en circonscription;A2020K013678;"{""coordinates"": [2.405008300927954, 48.84081999586783], ""type"": ""Point""}";48.84081999586783,2.405008300927954
13692;Graffitis, tags, affiches et autocollants;Graffitis sur mur, façade sur rue, pont;38 Rue Bichat, 75010 PARIS;75010;Paris 10;10;FAUBOURG DU TEMPLE - HOPITAL SAINT-LOUIS;2020-11-09;2020;11;Androï;graffitis;G2020K013692;"{""coordinates"": [2.36776519674196, 48.871969998792075], ""type"": ""Point""}";48.871969998792075,2.36776519674196
25868;Graffitis, tags, affiches et autocollants;Affiches ou autocollants sur mur, façade sur rue, pont, jardinière, descente d'eau pluviale;19 Rue Sainte-Foy, 75002 PARIS;75001;Paris 1;2;SENTIER - BONNE NOUVELLE;2020-11-16;2020;11;Androï;DPE-STPP-DT;G2020K025868;"{""coordinates"": [2.3512450000781833, 48.86881999553508], ""type"": ""Point""}";48.86881999553508,2.3512450000781833
25870;Objets abandonnés;[] A requalifier de ramen;2 Avenue Montaigne, 75008 PARIS;75008;Paris 8;8;TRIANGLE D'OR;2020-11-16;2020;11;Androï;DPE-STPP-DT;G2020K025870;"{""coordinates"": [2.303609596174486, 48.86565000011743], ""type"": ""Point""}";48.86565000011743,2.303609596174486
24232;Autos, motos, vélos...;Deux-roues motorisé en stationnement gênant;36 Rue Descartes, 75005 PARIS;75005;Paris 5;5;SORBONNE;2020-11-15;2020;11;Androï;DPMP-SCOP;G2020K024232;"{""coordinates"": [2.348861701303763, 48.845929996339954], ""type"": ""Point""}";48.845929996339954,2.348861701303763
24242;Objets abandonnés;Autres objets encombrants abandonnés;239 Avenue Gambetta, 75020 PARIS;75020;Paris 20;20;TELEGRAPHE - PELLEPORT - SAINT-FARGEAU;2020-11-15;2020;11;IOPage DMR Paris.fr application;Ramen en tant que prestataire de DansMaRue;A2020K024242;"{""coordinates"": [2.405504497875004, 48.875079999594455], ""type"": ""Point""}";48.875079999594455,2.405504497875004
24250;Graffitis, tags, affiches et autocollants;Graffitis sur mur, façade sur rue, pont;52 Avenue de Clichy, 75018 PARIS;75018;Paris 18;18;GRANDES CARRIERES - CLICHY;2020-11-15;2020;11;IOPage DMR Paris.fr application;graffitis;A2020K024250;"{""coordinates"": [2.32613059321347, 48.88669999870947], ""type"": ""Point""}";48.88669999870947,2.32613059321347
25054;Objets abandonnés;Autres objets encombrants abandonnés;73 rue des Cévennes, 75015 PARIS;75015;Paris 15;15;CITROEN - BOUCICAUT;2020-11-15;2020;11;Page DMR Paris.fr;Ramen en tant que prestataire de DansMaRue;S2020K025054;"{""coordinates"": [2.282003196155391, 48.842021998899256], ""type"": ""Point""}";48.842021998899256,2.282003196155391
25073;Objets abandonnés;Autres objets encombrants abandonnés;322 rue des Pyrénées, 75020 PARIS;75020;Paris 20;20;BELLEVILLE;2020-11-15;2020;11;Page DMR Paris.fr;Ramen en tant que prestataire de DansMaRue;S2020K025073;"{""coordinates"": [2.390835002328732, 48.87289400125723], ""type"": ""Point""}";48.87289400125723,2.390835002328732
25880;Autos, motos, vélos...;[] Épave de vélo - enlèvement demandé;15 Boulevard Poissonnière, 75002 PARIS;75001;Paris 1;2;SENTIER - BONNE NOUVELLE;2020-11-16;2020;11;Androï;DPE-STPP-Fonctionnelle;G2020K025880;"{""coordinates"": [2.345156001328958, 48.870969996194425], ""type"": ""Point""}";48.870969996194425,2.345156001328958
25888;Objets abandonnés;Autres objets encombrants abandonnés;25 Rue du Buisson Saint-Louis, 75010 PARIS;75010;Paris 10;10;FAUBOURG DU TEMPLE - HOPITAL SAINT-LOUIS;2020-11-16;2020;11;Androï;Ramen en tant que prestataire de DansMaRue;G2020K025888;"{""coordinates"": [2.374468797629564, 48.872889994641376], ""type"": ""Point""}";48.872889994641376,2.374468797629564
25889;Autos, motos, vélos...;Épave d'automobile ou d'un autre véhicule motorisé;14 rue Henner, 75009 PARIS;75009;Paris 9;9;BLANCHE - TRINITE;2020-11-16;2020;11;Page DMR Paris.fr;DPMP-UEV;S2020K025889;"{""coordinates"": [2.333211000681577, 48.88052400217948], ""type"": ""Point""}";48.88052400217948,2.333211000681577
23412;Objets abandonnés;Autres objets encombrants abandonnés;41 Boulevard Davout, 75020 PARIS;75020;Paris 20;20;PLAINE LAGNY;2020-11-14;2020;11;Androï;Ramen en tant que prestataire de DansMaRue;G2020K023412;"{""coordinates"": [2.411090897286729, 48.85049400191371], ""type"": ""Point""}";48.85049400191371,2.411090897286729
24267;Autos, motos, vélos...;Deux-roues motorisé en stationnement gênant;62 Rue Césaria Évora, 75019 PARIS;75019;Paris 19;19;ROSA PARKS - MACDONALD;2020-11-15;2020;11;IOPage DMR Paris.fr application;DPMP-SCOP;A2020K024267;"{""coordinates"": [2.373767604287747, 48.89772399851094], ""type"": ""Point""}";48.89772399851094,2.373767604287747
20954;Objets abandonnés;Autres objets encombrants abandonnés;1 Cité Thuré, 75015 PARIS;75015;Paris 15;15;VIOLET - COMMERCE;2020-11-13;2020;11;IOPage DMR Paris.fr application;Ramen en tant que prestataire de DansMaRue;A2020K020954;"{""coordinates"": [2.296098004922146, 48.845694994933396], ""type"": ""Point""}";48.845694994933396,2.296098004922146
20965;Objets abandonnés;Autres objets encombrants abandonnés;63 Rue Pixérécourt, 75020 PARIS;75020;Paris 20;20;BELLEVILLE;2020-11-13;2020;11;Androï;Ramen en tant que prestataire de DansMaRue;G2020K020965;"{""coordinates"": [2.395597004482744, 48.873614998270185], ""type"": ""Point""}";48.873614998270185,2.395597004482744
21770;Propreté;Déchets et/ou salissures divers;1 Rue Villaret de Joyeuse, 75017 PARIS;75017;Paris 17;17;TERNES - MAILLOT;2020-11-13;2020;11;Androï;DPE-STPP-DT;G2020K021770;"{""coordinates"": [2.289215001107093, 48.87636999971997], ""type"": ""Point""}";48.87636999971997,2.289215001107093
22603;Objets abandonnés;Gravats ou déchets de chantier;29 Rue de la Villette, 75019 PARIS;75019;Paris 19;19;PLATEAU;2020-11-14;2020;11;IOPage DMR Paris.fr application;Ramen en tant que prestataire de DansMaRue;A2020K022603;"{""coordinates"": [2.387237004141267, 48.87634299855771], ""type"": ""Point""}";48.87634299855771,2.387237004141267
22605;Objets abandonnés;Autres objets encombrants abandonnés;1 Rue Auguste Bartholdi, 75015 PARIS;75015;Paris 15;15;DUPLEIX - LA MOTTE PICQUET;2020-11-14;2020;11;Androï;Ramen en tant que prestataire de DansMaRue;G2020K022605;"{""coordinates"": [2.294878500382379, 48.850819995366166], ""type"": ""Point""}";48.850819995366166,2.294878500382379
15318;Graffitis, tags, affiches et autocollants;Affiches, autocollants ou graffitis sur autres supports:[] Hors champ du prestataire de désaffichage / dégraffitage;36 Quai de Jemmapes, 75010 PARIS;75010;Paris 10;10;FAUBOURG DU TEMPLE - HOPITAL SAINT-LOUIS;2020-11-10;2020;11;Androï;DPE-STPP-DT;G2020K015318;"{""coordinates"": [2.367582801049106, 48.869139995396424], ""type"": ""Point""}";48.869139995396424,2.367582801049106
16117;Autos, motos, vélos...;[] Épave de trottinette - LIME - intervention demandée;32 Rue Louise-Émilie de la Tour d'Auvergne, 75009 PARIS;75009;Paris 9;9;ANVERS - MONTHOLON;2020-11-10;2020;11;IOPage DMR Paris.fr application;LIME;A2020K016117;"{""coordinates"": [2.342827301803667, 48.87941399559651], ""type"": ""Point""}";48.87941399559651,2.342827301803667
16127;Graffitis, tags, affiches et autocollants;[] Affiches ou autocollants sur mur, façade sur rue, pont (surface supérieure à 1 m²);102 boulevard Auguste Blanqui, 75013 PARIS;75013;Paris 13;13;CROULEBARBE;2020-11-10;2020;11;Back Office;DPE-STPP-Fonctionnelle;B2020K016127;"{""coordinates"": [2.344108014685486, 48.831324417722186], ""type"": ""Point""}";48.831324417722186,2.344108014685486
16139;Graffitis, tags, affiches et autocollants;[] Affiches ou autocollants sur mur, façade sur rue, pont (surface supérieure à 1 m²);2 rue de Panama, 75018 PARIS;75018;Paris 18;18;GOUTTE D'OR - CHATEAU ROUGE;2020-11-10;2020;11;Back Office;DPE-STPP-Fonctionnelle;B2020K016139;"{""coordinates"": [2.353288642897822, 48.88768719075414], ""type"": ""Point""}";48.88768719075414,2.353288642897822
16947;Graffitis, tags, affiches et autocollants;Affiches ou autocollants sur mur, façade sur rue, pont, jardinière, descente d'eau pluviale;7 Passage Dubois, 75019 PARIS;75019;Paris 19;19;MANIN - JAURES;2020-11-11;2020;11;Androï;DPE-STPP-DT;G2020K016947;"{""coordinates"": [2.382937196305913, 48.88440999864631], ""type"": ""Point""}";48.88440999864631,2.382937196305913
16952;Propreté;[] Propreté d'une Porte de Paris nécessitant l'intervention de la Fonctionnelle;1 Boulevard de Reims, 75017 PARIS;75017;Paris 17;17;CHAMPERRET - BERTHIER;2020-11-11;2020;11;Androï;DPE-STPP-Fonctionnelle;G2020K016952;"{""coordinates"": [2.301161293445255, 48.89196399509951], ""type"": ""Point""}";48.89196399509951,2.301161293445255
